latitude,longitude,car_heading,car_velocity,lateral_acc,longitudinal_acc,packet_rate,rtt,speed,car_distance
0,0,0,0,0,0,0,0,0,0
37.36553167699524,126.6411131116757,42.33921167753872,-0.004065858956212546,0.0007827660651795092,-0.0006220025738750774,0,0,0,0
37.36553167002308,126.64111310162306,42.33965467338574,-0.007198996232571338,-0.0009739232679851309,0.0004899931249763283,0,0,0,0
37.36553166374754,126.64111308440661,42.340220575857316,-0.0064702692188087375,-3.964446936656317e-05,2.5443506718957802e-05,0,0,0,0
37.36553166199938,126.64111307879561,42.33611203448181,-0.004288922629813735,0.0009288341478025438,-0.000561258964285356,0,0,0,0
37.36553166719423,126.64111307757506,42.33602002491702,-0.006315475911242617,-0.0010489757984614807,0.0006824178341767429,0,0,0,0
37.365531658560066,126.64111307509963,42.33968742146844,-0.003822970473854363,0.0003510275259800562,0.00024853064635417424,0,0,0,0
37.36553182745664,126.64111328548479,42.332348299325716,0.14394909147566295,0.000386041555695915,0.00612116368465199,0,0,0,0
37.36553414193025,126.64111627449998,42.30452259150296,0.6331180066201503,0.00013811182067234693,0.011460517170001837,0,0,0,0
37.365540461140384,126.64112462736408,41.48062650657353,1.4517764436349387,-0.0012270689962704659,0.0164950730729867,0,0,0,0
37.36555286411193,126.641141947973,39.589594456887184,2.5858598469522764,-0.0017354022967961049,0.01674506033123234,0,0,0,0
37.36557037365008,126.64116810315605,36.601184820185516,3.230093702857965,0.009997193423714176,0.004810817534197344,0,0,0,0
37.36558782680418,126.64120005807382,29.278683542734974,3.117196574060827,-0.0003179362312931373,0.010254283142025773,0,0,0,0
37.36560399446138,126.64123949689065,22.677200902721466,3.0497044987181354,0.003982298192028312,0.0018898749029688036,0,0,0,0
37.365617863158164,126.64128572506841,14.847038115826592,2.3470105614350523,0.01039875194317942,0.006362301289890614,0,0,0,0
37.3656259529905,126.64133739045434,4.382880560181178,0.9164020511162463,0.010411783255111754,0.007499183070044263,0,0,0,0
37.36562656056305,126.64139407303433,-5.137987797708732,-0.8412284620878315,0.014451342768359653,0.010969863106597234,0,0,0,0
37.36561975463008,126.64145780176293,-13.729646382479018,-2.622371595544333,0.018231039673600624,0.012134666691851044,0,0,0,0
37.36560206814166,126.64152584719419,-24.91757822545179,-4.956027008870873,0.021148752040885496,0.007867030388569852,0,0,0,0
37.365574254834335,126.64159526487889,-30.229982574745762,-6.12079311625578,0.011801329002903248,0.00979410498212157,0,0,0,0
37.36554112940003,126.6416665897123,-32.14334883665606,-6.63005284443672,-0.0068520383761058005,-0.0012416826896919336,0,0,0,0
37.365505096338836,126.6417393338348,-34.52486467636922,-7.055755623350432,0.001665466047966479,-0.0014168092218840534,0,0,0,0
37.365465907436125,126.6418107052804,-37.48009006258296,-7.36402324310682,0.005276084689999492,0.0011274091594847373,0,0,0,0
37.36542365562807,126.64188049218083,-39.08384502725224,-7.638462119024592,-0.0011801908031062482,0.004732719585709856,0,0,0,0
37.365379707723605,126.64195209362784,-38.94538105042601,-7.9187595672380455,0.0005804507059361168,0.007006748142787685,0,0,0,0
37.36533387634343,126.64202669163257,-39.34762406528668,-8.283943884553816,-0.001074406572910675,0.007191268898823405,0,0,0,0
37.36528575653971,126.64210394672534,-39.49674339933529,-8.61759459396451,-0.0007621189164446642,0.004877479934406238,0,0,0,0
37.36523556678564,126.6421843189991,-39.60388303022626,-8.988905508891541,0.002526669726873132,0.004532965612827935,0,0,0,0
37.36518293238455,126.64226781070496,-39.83016278863957,-9.385848218565856,-0.003199226558055777,0.0060169252806894155,0,0,0,0
37.365127838256164,126.642355095103,-39.67138909311183,-9.819768735014456,-0.0026069039045254557,0.006469073625747733,0,0,0,0
37.365071565020635,126.64244753588808,-38.0178804525292,-10.105504417208554,0.0001276122749076029,0.0074110649570372205,0,0,0,0
37.365015727538456,126.64254632224184,-36.54662669012454,-10.266848620795596,0.001372351565122877,0.008315776766693197,0,0,0,0
37.36495848290772,126.64264889816253,-36.897395867747036,-10.671796398997742,0.0008528621054026036,0.0058285965083004244,0,0,0,0
37.36489933082418,126.64275282819145,-37.43791912711103,-10.90418380102314,-0.0005447861393547274,0.004812329136220664,0,0,0,0
37.364838532005045,126.64285923304612,-37.364390770406075,-11.217025467039093,0.001714547305961068,0.012382972979858967,0,0,0,0
37.364775647471525,126.64296854280556,-37.995644232563365,-11.639299278044199,0.008997267216680926,0.006007527543589618,0,0,0,0
37.36470981590583,126.64307999674118,-38.74064444371747,-12.052898045474604,0.00013042056050213322,0.008864153736820916,0,0,0,0
37.36464111882757,126.64319350052999,-39.29112260885799,-12.404984099670138,0.0019816257474486757,0.003956087241172395,0,0,0,0
37.36457052282952,126.64330776183661,-39.79432063195796,-12.49098668206782,0.0027605010482292715,0.0011656116588669508,0,0,0,0
37.36449918946405,126.64342188272107,-39.87733251229275,-12.639982814633637,-0.005111498812364325,0.0040069263986501,0,0,0,0
37.364426384273784,126.64353836032639,-39.95824450024381,-12.909647828774393,-0.005347830597151262,0.007205198722030906,0,0,0,0
37.364352338952145,126.64365718764935,-39.56312376982143,-13.109734897437486,-0.0018411629944016252,0.0031356713507349615,0,0,0,0
37.364278606072894,126.64377727219482,-39.38370704864067,-12.99412252355917,0.0012669673023733875,-0.0059540453761193395,0,0,0,0
37.36420628215015,126.64389559293683,-39.16605452623733,-12.610306685220385,-0.011773653919787418,0.007368785172778897,0,0,0,0
37.36413486200087,126.64401277629725,-39.01342035322293,-12.712761764310699,0.011059480227929915,-0.0035361950617487526,0,0,0,0
37.364064244041394,126.6441305710332,-38.498068565518,-12.569886298884175,-0.010829583709844945,-0.001984245966624716,0,0,0,0
37.363994621047404,126.64425004881706,-38.045518508436416,-12.620666297979998,-0.0028253126220604795,0.0026308459360967207,0,0,0,0
37.36392569882567,126.64437125635222,-36.20941146244154,-12.441079312582449,-0.004721130447947621,0.003754505838259981,0,0,0,0
37.36385925159972,126.64449582607342,-35.63837372447172,-12.415111657551606,0.00018294941143500625,0.00011120551467753157,0,0,0,0
37.363791916897,126.64462051571677,-37.01787377520296,-12.68995853179905,0.008466883332440264,-0.0018817843074754078,0,0,0,0
37.36372109947327,126.64474208009271,-38.67245741198769,-12.789656231771604,0.002485290520272696,-0.004328955477169421,0,0,0,0
37.363650002772474,126.64485971816521,-39.06193641318907,-12.4849926490336,0.005795520648068715,-0.0012403887317089701,0,0,0,0
37.36357873735911,126.64497484577515,-39.58253045124752,-12.536727995992418,-0.006074470679635912,-0.0005467602519462092,0,0,0,0
37.36350734950997,126.64509000895221,-39.28514215442763,-12.505355058861536,-0.0009707511963455932,-0.001485294231126818,0,0,0,0
37.363435757507055,126.64520556305729,-39.64164144130464,-12.652757092942961,0.003340280112717329,-0.0006536869756168574,0,0,0,0
37.36336282534375,126.64531973505244,-40.28927263624098,-12.600877076664617,0.0032136503725836408,-0.0070832884810945185,0,0,0,0
37.36329088270031,126.64543200520063,-39.924514024545886,-12.287395460394778,-0.0029989194201875467,-0.007024824801584527,0,0,0,0
37.36322225904116,126.64554260454801,-39.468261383025066,-11.848431737452378,0.0018846823111231077,-0.006699962313454421,0,0,0,0
37.36315569958525,126.64565000467405,-39.86285693989612,-11.525507159712266,0.0008052535734685519,-0.007845704970350026,0,0,0,0
37.36309066444743,126.64575391762308,-40.148090532085604,-11.281842723753744,0.0029623243604313424,-0.0023848498675380784,0,0,0,0
37.36302613383135,126.64585709682817,-39.96885072203224,-11.314004224318676,-0.000231418542100056,0.0013002844881196878,0,0,0,0
37.362961565335965,126.64596124846216,-39.82907297020395,-11.392010481588375,0.0024900826666801558,-0.0016968068674169446,0,0,0,0
37.362896489280885,126.64606599061246,-39.996896810794254,-11.431556607366392,-0.006693006499029385,-0.013243187304121721,0,0,0,0
37.36283112932944,126.64617131730398,-39.997730544327766,-11.533120065769602,0.008317858831427589,-0.003640581417178125,0,0,0,0
37.362765417749515,126.64627766738009,-39.80599509991072,-11.65365127597833,-0.00446492459127875,-0.004893798721657621,0,0,0,0
37.36269961263718,126.6463854699455,-39.52206240319737,-11.769130285606668,0.003391733624790609,0.006094295559696262,0,0,0,0
37.36263326378897,126.64649390439622,-39.83467543175735,-11.776910047999099,0.007906024346041714,0.009527575886820887,0,0,0,0
37.36256593032113,126.64660294787309,-39.79917701278927,-11.93090040090075,-0.0036405249675791245,0.001774979180576991,0,0,0,0
37.36249821393336,126.64671278123731,-39.82581444915982,-11.934715180652404,-0.0052471185878212425,-0.010582793089332028,0,0,0,0
37.362430281299,126.64682181707995,-40.68757799894911,-11.839249354966984,0.003555286338258307,-0.008992067609173973,0,0,0,0
37.36236157827405,126.64692359532236,-44.53689690479516,-11.275105090426198,0.013635002940602735,-0.017431864123596576,0,0,0,0
37.36229336564847,126.64701067960331,-48.66427560196718,-10.097112200257262,0.008578865084565792,-0.02030251354527205,0,0,0,0
37.36222956115915,126.64708366748798,-50.41616201187071,-8.710542521786625,0.0029120626124598367,-0.027425697877488848,0,0,0,0
37.3621752930352,126.64714381282946,-50.203568669399544,-6.999829582527369,-0.007351187208657133,-0.029582730438990755,0,0,0,0
37.36213448123163,126.64719258250557,-46.07223350463127,-5.373705287174304,-0.014489268396235464,-0.02385863546017445,0,0,0,0
37.362105725098935,126.64723373251027,-41.68169306147317,-4.1318525747037995,-0.007251127976730562,-0.025753317019768497,0,0,0,0
37.36208729812927,126.64726370877405,-39.33245599504707,-2.261345831552872,-0.001292726301016334,-0.030640837511952672,0,0,0,0
37.362079236461874,126.64727752355752,-39.46431906475888,-0.6585213440664078,-0.00015246029001843558,-0.022210606836088696,0,0,0,0
37.362078097828814,126.6472797145749,-39.488474841965115,0.08155036457297717,0.0007614469257232904,-0.0015923975511525088,0,0,0,0
37.36207828835884,126.64727974667635,-39.483247483558586,0.08960026361423076,9.240029870913189e-05,-0.00018967236594810585,0,0,0,0
37.362078402122215,126.64727974229778,-39.47820915412467,0.0934586288337117,-0.0004800826958357149,0.00022636852679897105,0,0,0,0
37.362078485728674,126.64727970506729,-39.473327930478234,0.09224131219723779,0.00044798043866902483,-0.0005174128433161261,0,0,0,0
37.36207856340006,126.64727970855037,-39.47055968777906,0.08903639463367106,-0.00017341576669919475,-0.0002479877323919267,0,0,0,0
37.36207865834774,126.64727977139928,-39.466882626260826,0.08797050603075104,-0.0006177188847698228,0.0003380914183562086,0,0,0,0
37.36207872163941,126.64727981627227,-39.4625014888999,0.08345722111057818,0.0007248440328650122,-0.0005054767336273738,0,0,0,0
37.36207878096711,126.64727985449778,-39.45877106393442,0.08533924664734446,-0.0005175276879959041,0.000239909945501358,0,0,0,0
37.36207807789233,126.64728045558137,-39.45858592477532,0.06953140222182008,9.730371400688636e-05,0.0013985253074908245,0,0,0,0
37.36207468639471,126.64728308602957,-39.45045941131406,0.0007257000617937477,-5.409620096974137e-06,-8.565914690346377e-05,0,0,0,0
37.36207474476279,126.64728300695414,-39.44706347482679,0.0016411198890370349,-0.00032634382697517154,0.00015304326727860363,0,0,0,0
37.36207479760589,126.6472829137672,-39.44494371521628,0.0006766919886240317,0.0004982346681866507,-0.0002857175615893206,0,0,0,0
37.362074839153635,126.64728280341997,-39.443273321583234,0.0035907541268190546,-0.0004587198648546066,6.869619583687018e-05,0,0,0,0
37.362074882579435,126.6472826585,-39.440968302293044,0.005212199551898415,0.00020572327163581908,-3.9323647942132825e-05,0,0,0,0
37.36207490105291,126.64728251201396,-39.43757956090454,0.005141824990785323,-0.0003385130374631526,0.00026654692210748487,0,0,0,0
37.36207485656486,126.64728244961914,-39.421733586399625,0.0006641241576592148,-4.4543195171325116e-05,-0.0002411093613661559,0,0,0,0
37.362074842634286,126.64728231566932,-39.41937266830942,0.0023789244950417903,-4.611572788536743e-05,-6.896316252550229e-05,0,0,0,0
37.36207494398309,126.64728219531415,-39.416352816689795,0.0012390396390394433,0.00030186490780777984,-2.4105723738764835e-05,0,0,0,0
37.362074998960345,126.64728215460862,-39.41287024151296,0.0007486307518140839,-0.00018575335489532519,0.00020603516646801746,0,0,0,0
37.36207497997824,126.64728212217268,-39.410876846892734,0.0009826853322513372,0.0007403445164301035,-0.0001228483682487053,0,0,0,0
37.36207499894692,126.64728210648856,-39.40794625999786,0.002274171429049338,-0.0008658121619116465,-8.319361048768283e-05,0,0,0,0
37.36207500721812,126.64728210490533,-39.40289681079335,0.0013741710032106277,0.00024753080124315997,0.0001983129557764633,0,0,0,0
